Original_Filename,Total_Vehicles,Motorcycles,Cars,Trucks,TruckCar_Percentage
1621.jpg,9,5,1,3,44.44444444444444
1622.jpg,11,9,1,1,18.181818181818183
1623.jpg,8,7,0,1,12.5
1624.jpg,8,7,1,0,12.5
1625.jpg,11,10,0,1,9.090909090909092
1626.jpg,10,10,0,0,0.0
1627.jpg,13,11,0,2,15.384615384615385
1628.jpg,10,6,2,2,40.0
1629.jpg,12,4,3,5,66.66666666666666
1630.jpg,19,11,4,4,42.10526315789473
1631.jpg,9,2,2,5,77.77777777777779
1632.jpg,10,7,2,1,30.0
1633.jpg,7,5,1,1,28.57142857142857
1634.jpg,10,4,3,3,60.0
1635.jpg,14,6,5,3,57.14285714285714
1636.jpg,15,9,5,1,40.0
1637.jpg,12,7,2,3,41.66666666666667
1638.jpg,11,5,3,3,54.54545454545454
1639.jpg,13,6,4,3,53.84615384615385
1640.jpg,17,8,5,4,52.94117647058824
1641.jpg,15,8,5,2,46.666666666666664
1642.jpg,14,8,4,2,42.857142857142854
1643.jpg,14,10,2,2,28.57142857142857
1644.jpg,5,2,1,2,60.0
1645.jpg,10,7,1,2,30.0
1646.jpg,14,7,4,3,50.0
1647.jpg,15,10,2,3,33.33333333333333
1648.jpg,12,8,1,3,33.33333333333333
1649.jpg,17,10,4,3,41.17647058823529
1650.jpg,14,8,3,3,42.857142857142854
1651.jpg,12,6,4,2,50.0
1652.jpg,16,6,4,6,62.5
1653.jpg,19,11,4,4,42.10526315789473
1654.jpg,15,8,5,2,46.666666666666664
1655.jpg,16,6,4,6,62.5
1656.jpg,13,3,5,5,76.92307692307693
1657.jpg,10,3,4,3,70.0
1658.jpg,12,6,4,2,50.0
1659.jpg,21,16,3,2,23.809523809523807
1660.jpg,15,7,6,2,53.333333333333336
1661.jpg,15,8,6,1,46.666666666666664
1662.jpg,13,6,6,1,53.84615384615385
1663.jpg,13,3,5,5,76.92307692307693
1664.jpg,17,8,7,2,52.94117647058824
1665.jpg,13,4,7,2,69.23076923076923
1666.jpg,16,5,9,2,68.75
1667.jpg,19,9,8,2,52.63157894736842
1668.jpg,16,7,5,4,56.25
1669.jpg,22,12,7,3,45.45454545454545
1670.jpg,19,10,8,1,47.368421052631575
1671.jpg,18,13,4,1,27.77777777777778
1672.jpg,19,9,9,1,52.63157894736842
1673.jpg,14,4,8,2,71.42857142857143
1674.jpg,10,3,4,3,70.0
1675.jpg,19,10,8,1,47.368421052631575
1676.jpg,21,13,6,2,38.095238095238095
1677.jpg,18,9,7,2,50.0
1678.jpg,23,14,7,2,39.130434782608695
1679.jpg,10,3,6,1,70.0
1680.jpg,10,4,4,2,60.0
1681.jpg,9,3,5,1,66.66666666666666
1682.jpg,15,9,5,1,40.0
1683.jpg,17,6,10,1,64.70588235294117
1684.jpg,19,9,9,1,52.63157894736842
1685.jpg,12,6,4,2,50.0
1686.jpg,20,5,9,6,75.0
1687.jpg,18,8,7,3,55.55555555555556
1688.jpg,15,7,5,3,53.333333333333336
1689.jpg,17,4,8,5,76.47058823529412
1690.jpg,17,5,6,6,70.58823529411765
1691.jpg,14,4,6,4,71.42857142857143
1692.jpg,15,5,7,3,66.66666666666666
1693.jpg,20,10,7,3,50.0
1694.jpg,16,6,5,5,62.5
1695.jpg,13,3,5,5,76.92307692307693
1696.jpg,21,16,3,2,23.809523809523807
1697.jpg,14,5,5,4,64.28571428571429
1698.jpg,17,8,6,3,52.94117647058824
1699.jpg,18,7,8,3,61.111111111111114
1700.jpg,19,8,7,4,57.89473684210527
1701.jpg,19,10,4,5,47.368421052631575
1702.jpg,15,7,4,4,53.333333333333336
1703.jpg,6,2,3,1,66.66666666666666
1704.jpg,11,7,2,2,36.36363636363637
1705.jpg,16,13,2,1,18.75
1706.jpg,10,3,3,4,70.0
1707.jpg,15,7,6,2,53.333333333333336
1708.jpg,12,5,3,4,58.333333333333336
1709.jpg,19,12,4,3,36.84210526315789
1710.jpg,13,5,5,3,61.53846153846154
1711.jpg,8,3,2,3,62.5
1712.jpg,13,9,2,2,30.76923076923077
1713.jpg,12,8,2,2,33.33333333333333
1714.jpg,14,7,5,2,50.0
1715.jpg,8,6,0,2,25.0
1716.jpg,9,4,2,3,55.55555555555556
1717.jpg,12,4,4,4,66.66666666666666
1718.jpg,15,8,6,1,46.666666666666664
1719.jpg,11,2,5,4,81.81818181818183
1720.jpg,15,8,4,3,46.666666666666664
1721.jpg,13,8,2,3,38.46153846153847
1722.jpg,8,4,2,2,50.0
1723.jpg,8,4,3,1,50.0
1724.jpg,11,6,3,2,45.45454545454545
1725.jpg,9,5,3,1,44.44444444444444
1726.jpg,14,9,1,4,35.714285714285715
1727.jpg,10,3,2,5,70.0
1728.jpg,12,5,2,5,58.333333333333336
1729.jpg,13,6,6,1,53.84615384615385
1730.jpg,15,4,5,6,73.33333333333333
1731.jpg,5,3,1,1,40.0
1732.jpg,11,6,2,3,45.45454545454545
1733.jpg,5,1,0,4,80.0
1734.jpg,8,1,3,4,87.5
1735.jpg,10,3,4,3,70.0
1736.jpg,19,12,4,3,36.84210526315789
1737.jpg,12,6,2,4,50.0
1738.jpg,12,4,4,4,66.66666666666666
1739.jpg,8,5,0,3,37.5
1740.jpg,17,8,7,2,52.94117647058824
1741.jpg,14,12,2,0,14.285714285714285
1742.jpg,13,10,2,1,23.076923076923077
1743.jpg,7,5,1,1,28.57142857142857
1744.jpg,7,4,1,2,42.857142857142854
1745.jpg,5,4,1,0,20.0
1746.jpg,7,6,1,0,14.285714285714285
1747.jpg,5,3,2,0,40.0
1748.jpg,12,3,8,1,75.0
1749.jpg,9,5,2,2,44.44444444444444
1750.jpg,8,3,2,3,62.5
1751.jpg,13,4,7,2,69.23076923076923
1752.jpg,3,0,1,2,100.0
1753.jpg,4,0,2,2,100.0
1754.jpg,7,3,3,1,57.14285714285714
1755.jpg,9,5,2,2,44.44444444444444
1756.jpg,10,6,1,3,40.0
1757.jpg,10,5,2,3,50.0
1758.jpg,9,3,3,3,66.66666666666666
1759.jpg,11,5,3,3,54.54545454545454
1760.jpg,11,8,2,1,27.27272727272727
1761.jpg,7,2,4,1,71.42857142857143
1762.jpg,16,5,9,2,68.75
1763.jpg,10,3,5,2,70.0
1764.jpg,11,2,6,3,81.81818181818183
1765.jpg,5,2,2,1,60.0
1766.jpg,7,5,1,1,28.57142857142857
1767.jpg,10,8,1,1,20.0
1768.jpg,6,2,3,1,66.66666666666666
1769.jpg,5,5,0,0,0.0
1770.jpg,5,3,1,1,40.0
1771.jpg,8,7,1,0,12.5
1772.jpg,9,4,4,1,55.55555555555556
1773.jpg,19,9,8,2,52.63157894736842
1774.jpg,7,5,1,1,28.57142857142857
1775.jpg,7,6,0,1,14.285714285714285
1776.jpg,6,4,1,1,33.33333333333333
1777.jpg,7,6,1,0,14.285714285714285
1778.jpg,5,3,0,2,40.0
1779.jpg,10,9,1,0,10.0
1780.jpg,8,8,0,0,0.0
1781.jpg,6,4,2,0,33.33333333333333
1782.jpg,5,5,0,0,0.0
1783.jpg,3,3,0,0,0.0
1784.jpg,16,7,5,4,56.25
1785.jpg,4,2,1,1,50.0
1786.jpg,5,5,0,0,0.0
1787.jpg,10,7,2,1,30.0
1788.jpg,2,2,0,0,0.0
1789.jpg,10,8,1,1,20.0
1790.jpg,8,6,1,1,25.0
1791.jpg,9,3,3,3,66.66666666666666
1792.jpg,6,2,1,3,66.66666666666666
1793.jpg,8,5,0,3,37.5
1794.jpg,11,8,1,2,27.27272727272727
1795.jpg,22,12,7,3,45.45454545454545
1796.jpg,5,2,2,1,60.0
1797.jpg,6,3,0,3,50.0
1798.jpg,12,9,1,2,25.0
1799.jpg,4,4,0,0,0.0
1800.jpg,5,5,0,0,0.0
1801.jpg,11,3,4,4,72.72727272727273
1802.jpg,10,2,4,4,80.0
1803.jpg,5,3,1,1,40.0
1804.jpg,13,5,5,3,61.53846153846154
1805.jpg,10,2,4,4,80.0
1806.jpg,19,10,8,1,47.368421052631575
1807.jpg,7,0,3,4,100.0
1808.jpg,8,2,2,4,75.0
1809.jpg,13,7,3,3,46.15384615384615
1810.jpg,4,2,0,2,50.0
1811.jpg,8,5,0,3,37.5
1812.jpg,8,1,3,4,87.5
1813.jpg,13,6,4,3,53.84615384615385
1814.jpg,10,7,1,2,30.0
1815.jpg,16,4,8,4,75.0
1816.jpg,13,2,8,3,84.61538461538461
1817.jpg,18,13,4,1,27.77777777777778
1818.jpg,11,6,4,1,45.45454545454545
1819.jpg,11,5,2,4,54.54545454545454
1820.jpg,13,10,2,1,23.076923076923077
1821.jpg,8,3,4,1,62.5
1822.jpg,12,7,3,2,41.66666666666667
1823.jpg,10,6,2,2,40.0
1824.jpg,11,4,4,3,63.63636363636363
1825.jpg,14,8,4,2,42.857142857142854
1826.jpg,10,2,6,2,80.0
1827.jpg,14,6,6,2,57.14285714285714
1828.jpg,19,9,9,1,52.63157894736842
1829.jpg,11,4,4,3,63.63636363636363
1830.jpg,12,4,6,2,66.66666666666666
1831.jpg,17,7,7,3,58.82352941176471
1832.jpg,16,8,6,2,50.0
1833.jpg,14,8,5,1,42.857142857142854
1834.jpg,10,8,2,0,20.0
1835.jpg,9,6,1,2,33.33333333333333
1836.jpg,7,0,3,4,100.0
1837.jpg,17,10,4,3,41.17647058823529
1838.jpg,13,5,5,3,61.53846153846154
1839.jpg,14,4,8,2,71.42857142857143
1840.jpg,12,5,4,3,58.333333333333336
1841.jpg,14,7,3,4,50.0
1842.jpg,16,10,2,4,37.5
1843.jpg,14,10,3,1,28.57142857142857
1844.jpg,15,14,0,1,6.666666666666667
1845.jpg,13,11,0,2,15.384615384615385
1846.jpg,8,7,0,1,12.5
1847.jpg,14,11,1,2,21.428571428571427
1848.jpg,12,10,2,0,16.666666666666664
1849.jpg,9,9,0,0,0.0
1850.jpg,19,10,8,1,47.368421052631575
1851.jpg,11,9,2,0,18.181818181818183
1852.jpg,13,10,1,2,23.076923076923077
1853.jpg,10,8,1,1,20.0
1854.jpg,5,3,0,2,40.0
1855.jpg,9,5,2,2,44.44444444444444
1856.jpg,11,5,4,2,54.54545454545454
1857.jpg,7,2,1,4,71.42857142857143
1858.jpg,13,8,4,1,38.46153846153847
1859.jpg,9,8,1,0,11.11111111111111
1860.jpg,8,8,0,0,0.0
1861.jpg,21,13,6,2,38.095238095238095
1862.jpg,5,1,2,2,80.0
1863.jpg,8,8,0,0,0.0
1864.jpg,16,11,4,1,31.25
1865.jpg,8,5,2,1,37.5
1866.jpg,10,6,1,3,40.0
1867.jpg,6,3,0,3,50.0
1868.jpg,10,6,1,3,40.0
1869.jpg,9,4,2,3,55.55555555555556
1870.jpg,11,3,4,4,72.72727272727273
1871.jpg,13,4,4,5,69.23076923076923
1872.jpg,18,9,7,2,50.0
1873.jpg,15,7,4,4,53.333333333333336
1874.jpg,11,4,5,2,63.63636363636363
1875.jpg,11,6,2,3,45.45454545454545
1876.jpg,12,6,3,3,50.0
1877.jpg,8,3,2,3,62.5
1878.jpg,8,4,2,2,50.0
1879.jpg,6,3,1,2,50.0
1880.jpg,7,3,2,2,57.14285714285714
1881.jpg,9,5,2,2,44.44444444444444
1882.jpg,10,5,3,2,50.0
1883.jpg,23,14,7,2,39.130434782608695
1884.jpg,6,4,1,1,33.33333333333333
1885.jpg,6,5,0,1,16.666666666666664
1886.jpg,12,9,1,2,25.0
1887.jpg,13,6,3,4,53.84615384615385
1888.jpg,14,7,4,3,50.0
1889.jpg,8,6,0,2,25.0
1890.jpg,4,1,1,2,75.0
1891.jpg,7,3,2,2,57.14285714285714
1892.jpg,13,8,3,2,38.46153846153847
1893.jpg,10,8,0,2,20.0
1894.jpg,10,3,6,1,70.0
1895.jpg,8,7,1,0,12.5
1896.jpg,9,7,2,0,22.22222222222222
1897.jpg,7,3,2,2,57.14285714285714
1898.jpg,11,9,0,2,18.181818181818183
1899.jpg,8,8,0,0,0.0
1900.jpg,3,3,0,0,0.0
1901.jpg,8,4,2,2,50.0
1902.jpg,9,9,0,0,0.0
1903.jpg,8,5,2,1,37.5
1904.jpg,5,5,0,0,0.0
1905.jpg,10,4,4,2,60.0
1906.jpg,9,8,0,1,11.11111111111111
1907.jpg,9,7,1,1,22.22222222222222
1908.jpg,7,6,1,0,14.285714285714285
1909.jpg,5,5,0,0,0.0
1910.jpg,6,6,0,0,0.0
1911.jpg,12,6,3,3,50.0
1912.jpg,12,7,2,3,41.66666666666667
1913.jpg,9,6,2,1,33.33333333333333
1914.jpg,9,9,0,0,0.0
1915.jpg,7,3,2,2,57.14285714285714
1916.jpg,9,3,5,1,66.66666666666666
1917.jpg,8,8,0,0,0.0
1918.jpg,8,8,0,0,0.0
1919.jpg,6,6,0,0,0.0
1920.jpg,11,6,4,1,45.45454545454545
1921.jpg,15,10,4,1,33.33333333333333
1922.jpg,10,9,0,1,10.0
1923.jpg,14,12,2,0,14.285714285714285
1924.jpg,9,5,2,2,44.44444444444444
1925.jpg,12,5,6,1,58.333333333333336
1926.jpg,11,7,2,2,36.36363636363637
1927.jpg,15,9,5,1,40.0
1928.jpg,14,10,2,2,28.57142857142857
1929.jpg,13,10,1,2,23.076923076923077
1930.jpg,10,6,2,2,40.0
1931.jpg,10,7,1,2,30.0
1932.jpg,8,7,1,0,12.5
1933.jpg,8,6,1,1,25.0
1934.jpg,14,10,2,2,28.57142857142857
1935.jpg,11,10,1,0,9.090909090909092
1936.jpg,13,12,0,1,7.6923076923076925
1937.jpg,9,9,0,0,0.0
1938.jpg,17,6,10,1,64.70588235294117
1939.jpg,8,7,1,0,12.5
1940.jpg,9,7,1,1,22.22222222222222
1941.jpg,14,10,3,1,28.57142857142857
1942.jpg,15,9,2,4,40.0
1943.jpg,16,15,0,1,6.25
1944.jpg,13,10,2,1,23.076923076923077
1945.jpg,12,10,1,1,16.666666666666664
1946.jpg,12,10,2,0,16.666666666666664
1947.jpg,10,7,2,1,30.0
1948.jpg,18,16,2,0,11.11111111111111
1949.jpg,19,9,9,1,52.63157894736842
1950.jpg,16,11,3,2,31.25
1951.jpg,11,6,3,2,45.45454545454545
1952.jpg,11,11,0,0,0.0
1953.jpg,15,14,1,0,6.666666666666667
1954.jpg,12,6,5,1,50.0
1955.jpg,16,12,4,0,25.0
1956.jpg,7,6,1,0,14.285714285714285
1957.jpg,12,11,1,0,8.333333333333332
1958.jpg,6,5,1,0,16.666666666666664
1959.jpg,8,5,1,2,37.5
1960.jpg,20,5,9,6,75.0
1961.jpg,11,6,1,4,45.45454545454545
1962.jpg,15,12,1,2,20.0
1963.jpg,8,5,2,1,37.5
1964.jpg,10,8,1,1,20.0
1965.jpg,10,8,1,1,20.0
1966.jpg,15,10,2,3,33.33333333333333
1967.jpg,6,6,0,0,0.0
1968.jpg,8,8,0,0,0.0
1969.jpg,4,3,0,1,25.0
1970.jpg,9,8,1,0,11.11111111111111
1971.jpg,18,8,7,3,55.55555555555556
1972.jpg,10,10,0,0,0.0
1973.jpg,6,5,0,1,16.666666666666664
1974.jpg,13,7,4,2,46.15384615384615
1975.jpg,6,4,0,2,33.33333333333333
1976.jpg,10,7,2,1,30.0
1977.jpg,12,3,3,6,75.0
1978.jpg,14,8,2,4,42.857142857142854
1979.jpg,13,4,4,5,69.23076923076923
1980.jpg,10,4,2,4,60.0
1981.jpg,9,4,2,3,55.55555555555556
1982.jpg,15,7,5,3,53.333333333333336
1983.jpg,9,4,2,3,55.55555555555556
1984.jpg,10,6,2,2,40.0
1985.jpg,10,4,3,3,60.0
1986.jpg,14,10,2,2,28.57142857142857
1987.jpg,12,9,1,2,25.0
1988.jpg,13,10,1,2,23.076923076923077
1989.jpg,15,8,5,2,46.666666666666664
1990.jpg,14,6,5,3,57.14285714285714
1991.jpg,18,13,4,1,27.77777777777778
1992.jpg,12,7,3,2,41.66666666666667
1993.jpg,17,4,8,5,76.47058823529412
1994.jpg,14,6,4,4,57.14285714285714
1995.jpg,11,4,4,3,63.63636363636363
1996.jpg,13,8,2,3,38.46153846153847
1997.jpg,6,2,2,2,66.66666666666666
1998.jpg,10,5,3,2,50.0
1999.jpg,9,4,2,3,55.55555555555556
2000.jpg,13,9,3,1,30.76923076923077
2001.jpg,12,4,5,3,66.66666666666666
2002.jpg,12,7,2,3,41.66666666666667
2003.jpg,8,3,1,4,62.5
2004.jpg,17,5,6,6,70.58823529411765
2005.jpg,13,6,3,4,53.84615384615385
2006.jpg,11,4,4,3,63.63636363636363
2007.jpg,15,10,2,3,33.33333333333333
2008.jpg,12,5,4,3,58.333333333333336
2009.jpg,10,1,5,4,90.0
2010.jpg,10,2,5,3,80.0
2011.jpg,11,6,3,2,45.45454545454545
2012.jpg,17,11,5,1,35.294117647058826
2013.jpg,16,9,6,1,43.75
2014.jpg,12,4,6,2,66.66666666666666
2015.jpg,14,4,6,4,71.42857142857143
2016.jpg,10,7,0,3,30.0
2017.jpg,12,8,0,4,33.33333333333333
2018.jpg,13,7,1,5,46.15384615384615
2019.jpg,12,8,0,4,33.33333333333333
2020.jpg,13,5,5,3,61.53846153846154
2021.jpg,15,8,4,3,46.666666666666664
2022.jpg,17,10,4,3,41.17647058823529
2023.jpg,10,4,4,2,60.0
2024.jpg,17,12,4,1,29.411764705882355
2025.jpg,15,11,3,1,26.666666666666668
2026.jpg,15,5,7,3,66.66666666666666
2027.jpg,14,10,2,2,28.57142857142857
2028.jpg,12,6,3,3,50.0
2029.jpg,11,4,3,4,63.63636363636363
2030.jpg,15,9,4,2,40.0
2031.jpg,9,3,2,4,66.66666666666666
2032.jpg,8,5,1,2,37.5
2033.jpg,11,8,1,2,27.27272727272727
2034.jpg,10,5,2,3,50.0
2035.jpg,12,6,2,4,50.0
2036.jpg,10,4,4,2,60.0
2037.jpg,20,10,7,3,50.0
2038.jpg,10,3,4,3,70.0
2039.jpg,10,4,3,3,60.0
2040.jpg,11,6,4,1,45.45454545454545
2041.jpg,10,5,2,3,50.0
2042.jpg,10,4,3,3,60.0
2043.jpg,13,6,4,3,53.84615384615385
2044.jpg,12,5,4,3,58.333333333333336
2045.jpg,15,8,5,2,46.666666666666664
2046.jpg,14,8,4,2,42.857142857142854
2047.jpg,16,7,7,2,56.25
2048.jpg,16,6,5,5,62.5
2049.jpg,12,3,7,2,75.0
2050.jpg,25,12,9,4,52.0
2051.jpg,20,10,8,2,50.0
2052.jpg,19,8,7,4,57.89473684210527
2053.jpg,17,4,9,4,76.47058823529412
2054.jpg,14,5,6,3,64.28571428571429
2055.jpg,17,6,6,5,64.70588235294117
2056.jpg,12,4,5,3,66.66666666666666
2057.jpg,16,9,5,2,43.75
2058.jpg,11,5,4,2,54.54545454545454
2059.jpg,13,3,5,5,76.92307692307693
2060.jpg,15,9,4,2,40.0
2061.jpg,19,10,6,3,47.368421052631575
2062.jpg,13,6,5,2,53.84615384615385
2063.jpg,14,3,9,2,78.57142857142857
2064.jpg,16,7,7,2,56.25
2065.jpg,14,4,7,3,71.42857142857143
2066.jpg,15,6,5,4,60.0
2067.jpg,10,4,2,4,60.0
2068.jpg,15,7,4,4,53.333333333333336
2069.jpg,24,18,4,2,25.0
2070.jpg,14,5,5,4,64.28571428571429
2071.jpg,14,6,8,0,57.14285714285714
2072.jpg,14,6,8,0,57.14285714285714
2073.jpg,19,12,5,2,36.84210526315789
2074.jpg,21,16,5,0,23.809523809523807
2075.jpg,19,14,4,1,26.31578947368421
2076.jpg,13,6,4,3,53.84615384615385
2077.jpg,14,2,9,3,85.71428571428571
2078.jpg,15,2,11,2,86.66666666666667
2079.jpg,16,10,5,1,37.5
2080.jpg,12,3,6,3,75.0
2081.jpg,17,8,6,3,52.94117647058824
2082.jpg,15,7,5,3,53.333333333333336
2083.jpg,15,8,4,3,46.666666666666664
2084.jpg,15,5,7,3,66.66666666666666
2085.jpg,11,2,6,3,81.81818181818183
2086.jpg,17,8,4,5,52.94117647058824
2087.jpg,21,12,5,4,42.857142857142854
2088.jpg,15,5,6,4,66.66666666666666
2089.jpg,13,6,5,2,53.84615384615385
2090.jpg,15,9,3,3,40.0
2091.jpg,10,2,3,5,80.0
2092.jpg,18,7,8,3,61.111111111111114
2093.jpg,17,12,4,1,29.411764705882355
2094.jpg,22,15,3,4,31.818181818181817
2095.jpg,12,6,3,3,50.0
2096.jpg,17,5,8,4,70.58823529411765
2097.jpg,23,11,8,4,52.17391304347826
2098.jpg,15,9,5,1,40.0
2099.jpg,15,11,2,2,26.666666666666668
2100.jpg,12,7,1,4,41.66666666666667
2101.jpg,7,3,1,3,57.14285714285714
2102.jpg,8,3,3,2,62.5
2103.jpg,19,8,7,4,57.89473684210527
2104.jpg,10,6,2,2,40.0
2105.jpg,11,7,3,1,36.36363636363637
2106.jpg,17,9,5,3,47.05882352941176
2107.jpg,15,6,6,3,60.0
2108.jpg,16,10,5,1,37.5
2109.jpg,12,8,3,1,33.33333333333333
2110.jpg,9,3,4,2,66.66666666666666
2111.jpg,12,7,4,1,41.66666666666667
2112.jpg,10,3,5,2,70.0
2113.jpg,11,7,2,2,36.36363636363637
2114.jpg,19,10,4,5,47.368421052631575
2115.jpg,11,6,2,3,45.45454545454545
2116.jpg,14,9,1,4,35.714285714285715
2117.jpg,14,8,2,4,42.857142857142854
2118.jpg,15,9,3,3,40.0
2119.jpg,17,10,3,4,41.17647058823529
2120.jpg,15,10,3,2,33.33333333333333
2121.jpg,26,23,1,2,11.538461538461538
2122.jpg,12,9,1,2,25.0
2123.jpg,14,8,3,3,42.857142857142854
2124.jpg,16,8,3,5,50.0
2125.jpg,15,7,4,4,53.333333333333336
2126.jpg,12,10,1,1,16.666666666666664
2127.jpg,16,10,3,3,37.5
2128.jpg,19,13,3,3,31.57894736842105
2129.jpg,13,7,3,3,46.15384615384615
2130.jpg,22,16,4,2,27.27272727272727
2131.jpg,17,10,5,2,41.17647058823529
2132.jpg,19,12,5,2,36.84210526315789
2133.jpg,17,9,6,2,47.05882352941176
2134.jpg,21,14,6,1,33.33333333333333
2135.jpg,17,13,4,0,23.52941176470588
2136.jpg,6,2,3,1,66.66666666666666
